Target,Content,Well,Sample,Sex,Life_Status,Life_Stage_Code,Life_Stage,Cq,Cq.Mean,Delta.Cq,Cq.Std..Dev,SQ,Log.Starting.Quantity,SQ.Mean,SQ.Std.Dev,Copy_Number,CN.norm
IGF2,Unkn-06,F5,EDBP43,NA,Embryo,3,Stage 16,31.48668462,31.39828119,0.08840343,0.41284047,146.4786455,2.165774315,191.6043199,61.36975992,4882.621517,-467554.1485
EEF2,Unkn-06,F6,EDBP43,NA,Embryo,3,Stage 16,25.44938487,25.64210047,0.192715595,0.556895831,18991.26315,4.278553852,21926.23636,9564.537696,633042.105,
IGF1,Unkn-06,F6,EDBP43,NA,Embryo,3,Stage 16,32.61304105,32.5617015,0.05133955,0.37850282,55.76668261,1.74637481,69.36310905,19.96551183,1858.88942,1858.88942
IGF2,Unkn-06,F6,EDBP43,NA,Embryo,3,Stage 16,31.30987776,31.39828119,0.08840343,0.41284047,166.8490575,2.222323758,191.6043199,61.36975992,5561.63525,-627480.4698
EEF2,Unkn-03,C4,St 4_2,NA,Embryo,1,Stage 2,24.52083345,24.57101637,0.05018292,0.046796174,37579.59647,4.574952112,36189.77793,1291.293861,1252653.216,
IGF1,Unkn-03,C4,St 4_2,NA,Embryo,1,Stage 2,35.37374622,35.21296502,0.1607812,0.238286144,8.541736002,0.931546145,9.675396868,1.713344138,284.7245334,284.7245334
IGF2,Unkn-03,C4,St 4_2,NA,Embryo,1,Stage 2,30.96826398,30.95387713,0.01438685,0.032060026,216.6388088,2.335736259,218.987025,5.20237457,7221.293627,-1245431.922
EEF2,Unkn-03,C5,St 4_2,NA,Embryo,1,Stage 2,24.57875453,24.57101637,0.00773816,0.046796174,35962.56851,4.555850702,36189.77793,1291.293861,1198752.284,
IGF1,Unkn-03,C5,St 4_2,NA,Embryo,1,Stage 2,35.32594541,35.21296502,0.11298039,0.238286144,8.838069932,0.946357434,9.675396868,1.713344138,294.6023311,294.6023311
IGF2,Unkn-03,C5,St 4_2,NA,Embryo,1,Stage 2,30.91714375,30.95387713,0.03673338,0.032060026,224.9495683,2.352085164,218.987025,5.20237457,7498.318943,-1191253.965
EEF2,Unkn-03,C6,St 4_2,NA,Embryo,1,Stage 2,24.61346115,24.57101637,0.04244478,0.046796174,35027.1688,4.544405035,36189.77793,1291.293861,1167572.293,
IGF1,Unkn-03,C6,St 4_2,NA,Embryo,1,Stage 2,34.93920342,35.21296502,0.2737616,0.238286144,11.64638467,1.06619113,9.675396868,1.713344138,388.2128223,388.2128223
IGF2,Unkn-03,C6,St 4_2,NA,Embryo,1,Stage 2,30.97622367,30.95387713,0.02234654,0.032060026,215.3726979,2.333190648,218.987025,5.20237457,7179.08993,-1160393.203
EEF2,Unkn-18,B11,St2_1,NA,Embryo,1,Stage 2,25.0846151,25.21114784,0.12653274,0.16687013,25051.28643,4.398830033,21815.55457,2842.114316,835042.881,
IGF1,Unkn-18,B11,St2_1,NA,Embryo,1,Stage 2,33.33080219,33.4748901,0.144087905,0.313546881,33.29240941,1.522345227,27.1935485,6.035341149,1109.74698,1109.74698
IGF2,Unkn-18,B11,St2_1,NA,Embryo,1,Stage 2,31.28964905,31.33285282,0.043203765,0.120519203,169.3532966,2.228793655,156.794415,13.74073794,5645.109887,-829397.7711
EEF2,Unkn-18,B12,St2_1,NA,Embryo,1,Stage 2,25.33768058,25.21114784,0.12653274,0.16687013,20672.18132,4.315386306,21815.55457,2842.114316,689072.7107,
IGF1,Unkn-18,B12,St2_1,NA,Embryo,1,Stage 2,33.618978,33.4748901,0.144087905,0.313546881,27.06443729,1.432399002,27.1935485,6.035341149,902.1479097,902.1479097
IGF2,Unkn-18,B12,St2_1,NA,Embryo,1,Stage 2,31.37605658,31.33285282,0.043203765,0.120519203,158.9122208,2.201157297,156.794415,13.74073794,5297.074027,-683775.6367
EEF2,Unkn-09,A7,St2_2,NA,Embryo,1,Stage 2,25.88848241,25.92098984,0.03250743,0.121478813,13302.22192,4.123924189,13014.29537,1178.500468,443407.3973,
IGF1,Unkn-09,A7,St2_2,NA,Embryo,1,Stage 2,35.03859305,35.07794768,0.03935463,0.100978398,10.84912768,1.03539482,10.56678197,0.747098962,361.6375893,361.6375893
IGF2,Unkn-09,A7,St2_2,NA,Embryo,1,Stage 2,32.72181753,32.74843605,0.02661852,0.144770169,59.55625172,1.774927357,58.61956859,6.151520255,1985.208391,-441422.1889
EEF2,Unkn-09,A8,St2_2,NA,Embryo,1,Stage 2,26.05541526,25.92098984,0.13442542,0.121478813,11718.51306,4.068872508,13014.29537,1178.500468,390617.102,
IGF1,Unkn-09,A8,St2_2,NA,Embryo,1,Stage 2,35.19267786,35.07794768,0.11473018,0.100978398,9.719657609,0.987650966,10.56678197,0.747098962,323.988587,323.988587
IGF2,Unkn-09,A8,St2_2,NA,Embryo,1,Stage 2,32.90466834,32.74843605,0.15623229,0.144770169,52.05342661,1.716449324,58.61956859,6.151520255,1735.11422,-388881.9878
EEF2,Unkn-09,A9,St2_2,NA,Embryo,1,Stage 2,25.81907184,25.92098984,0.101918,0.121478813,14022.15112,4.146814643,13014.29537,1178.500468,467405.0373,
IGF1,Unkn-09,A9,St2_2,NA,Embryo,1,Stage 2,35.00257214,35.07794768,0.07537554,0.100978398,11.13156063,1.046556056,10.56678197,0.747098962,371.052021,371.052021
IGF2,Unkn-09,A9,St2_2,NA,Embryo,1,Stage 2,32.61882228,32.74843605,0.12961377,0.144770169,64.24902745,1.807866558,58.61956859,6.151520255,2141.634248,-465263.4031
EEF2,Unkn-04,D5,St4_1,NA,Embryo,1,Stage 2,24.48575477,24.58911833,0.10336356,0.141145044,39472.37947,4.596293307,38206.96515,3989.007902,1315745.982,
IGF1,Unkn-04,D5,St4_1,NA,Embryo,1,Stage 2,34.54727544,34.83554674,0.288271295,1.248467313,13.88852903,1.142656251,24.75947411,23.03006934,462.9509677,462.9509677
IGF2,Unkn-04,D5,St4_1,NA,Embryo,1,Stage 2,31.10914665,31.21118633,0.102039675,0.293224136,193.4305507,2.286525068,204.8847606,45.27379921,6447.685023,-1309298.297
EEF2,Unkn-04,D6,St4_1,NA,Embryo,1,Stage 2,24.69248189,24.58911833,0.10336356,0.141145044,33738.736,4.528128808,38206.96515,3989.007902,1124624.533,
IGF1,Unkn-04,D6,St4_1,NA,Embryo,1,Stage 2,35.12381803,34.83554674,0.288271295,1.248467313,9.177073103,0.962704191,24.75947411,23.03006934,305.9024368,305.9024368
IGF2,Unkn-04,D6,St4_1,NA,Embryo,1,Stage 2,31.313226,31.21118633,0.102039675,0.293224136,166.4381437,2.221252863,204.8847606,45.27379921,5547.938123,-1119076.595
EEF2,Unkn-01,A4,EDBP23,NA,Embryo,2,Stage 6,25.42855592,25.47374999,0.04519407,0.102720051,18862.54592,4.27560031,18262.66751,1393.624111,628751.5307,
IGF1,Unkn-01,A4,EDBP23,NA,Embryo,2,Stage 6,34.70419695,35.09678102,0.39258407,0.456150853,13.77237741,1.139008915,10.76519754,3.270627929,459.079247,459.079247
IGF2,Unkn-01,A4,EDBP23,NA,Embryo,2,Stage 6,32.09567502,32.19380772,0.0981327,0.088779838,94.44430087,1.975175756,87.98631839,5.817825036,3148.143362,-625603.3873
EEF2,Unkn-01,A5,EDBP23,NA,Embryo,2,Stage 6,25.4013758,25.47374999,0.07237419,0.102720051,19255.90177,4.284563862,18262.66751,1393.624111,641863.3923,
IGF1,Unkn-01,A5,EDBP23,NA,Embryo,2,Stage 6,35.59718144,35.09678102,0.50040042,0.456150853,7.28305789,0.862313762,10.76519754,3.270627929,242.7685963,242.7685963
IGF2,Unkn-01,A5,EDBP23,NA,Embryo,2,Stage 6,32.26855169,32.19380772,0.07474397,0.088779838,83.15484941,1.919887581,87.98631839,5.817825036,2771.828314,-639091.564
EEF2,Unkn-01,A6,EDBP23,NA,Embryo,2,Stage 6,25.59131823,25.47374999,0.11756824,0.102720051,16669.55486,4.221924003,18262.66751,1393.624111,555651.8287,
IGF1,Unkn-01,A6,EDBP23,NA,Embryo,2,Stage 6,34.98896467,35.09678102,0.10781635,0.456150853,11.24015732,1.05077239,10.76519754,3.270627929,374.6719107,374.6719107
IGF2,Unkn-01,A6,EDBP23,NA,Embryo,2,Stage 6,32.21719643,32.19380772,0.02338871,0.088779838,86.35980491,1.936311653,87.98631839,5.817825036,2878.660164,-552773.1685
EEF2,Unkn-11,C7,EDBP24,NA,Embryo,2,Stage 6,26.14682518,26.23026377,0.08343859,0.087108932,11183.70308,4.048585628,10512.46566,692.1496167,372790.1027,
IGF1,Unkn-11,C7,EDBP24,NA,Embryo,2,Stage 6,34.49461975,34.49368721,0.00093254,0.018228683,14.42418514,1.159091288,14.43468167,0.189195982,480.8061713,480.8061713
IGF2,Unkn-11,C7,EDBP24,NA,Embryo,2,Stage 6,32.59660441,32.60571141,0.009107,0.123101764,64.68155831,1.810780474,64.42475329,5.805485908,2156.051944,-370634.0508
EEF2,Unkn-11,C8,EDBP24,NA,Embryo,2,Stage 6,26.32062941,26.23026377,0.09036564,0.087108932,9801.145822,3.991276851,10512.46566,692.1496167,326704.8607,
IGF1,Unkn-11,C8,EDBP24,NA,Embryo,2,Stage 6,34.51143172,34.49368721,0.01774451,0.018228683,14.25095246,1.153843891,14.43468167,0.189195982,475.0317487,475.0317487
IGF2,Unkn-11,C8,EDBP24,NA,Embryo,2,Stage 6,32.48741605,32.60571141,0.11829536,0.123101764,70.09757522,1.845702995,64.42475329,5.805485908,2336.585841,-324368.2749
EEF2,Unkn-11,C9,EDBP24,NA,Embryo,2,Stage 6,26.22333673,26.23026377,0.00692704,0.087108932,10552.54809,4.02335734,10512.46566,692.1496167,351751.603,
IGF1,Unkn-11,C9,EDBP24,NA,Embryo,2,Stage 6,34.47501015,34.49368721,0.01867706,0.018228683,14.62890741,1.165211891,14.43468167,0.189195982,487.630247,487.630247
IGF2,Unkn-11,C9,EDBP24,NA,Embryo,2,Stage 6,32.73311376,32.60571141,0.12740235,0.123101764,58.49512634,1.767119683,64.42475329,5.805485908,1949.837545,-349801.7655
EEF2,Unkn-12,D7,EDBP26,NA,Embryo,2,Stage 6,24.24827222,24.36966709,0.12139487,0.163970064,46220.8876,4.664838281,42364.20996,5098.347024,1540696.253,
IGF1,Unkn-12,D7,EDBP26,NA,Embryo,2,Stage 6,33.9628436,34.11992319,0.15707959,0.150268503,23.37332488,1.368720496,20.97585615,2.262991779,779.1108293,779.1108293
IGF2,Unkn-12,D7,EDBP26,NA,Embryo,2,Stage 6,31.23560095,31.30175399,0.06615304,0.059346868,177.9256129,2.250238471,169.574271,7.474423947,5930.853763,-1534765.399
EEF2,Unkn-12,D8,EDBP26,NA,Embryo,2,Stage 6,24.55619634,24.36966709,0.18652925,0.163970064,36583.90144,4.563290018,42364.20996,5098.347024,1219463.381,
IGF1,Unkn-12,D8,EDBP26,NA,Embryo,2,Stage 6,34.26229969,34.11992319,0.1423765,0.150268503,18.87698871,1.275932716,20.97585615,2.262991779,629.232957,629.232957
IGF2,Unkn-12,D8,EDBP26,NA,Embryo,2,Stage 6,31.35031863,31.30175399,0.04856464,0.059346868,163.5122465,2.213550285,169.574271,7.474423947,5450.408217,-1214012.973
EEF2,Unkn-12,D9,EDBP26,NA,Embryo,2,Stage 6,24.3045327,24.36966709,0.06513439,0.163970064,44287.84085,4.646284508,42364.20996,5098.347024,1476261.362,
IGF1,Unkn-12,D9,EDBP26,NA,Embryo,2,Stage 6,34.13462628,34.11992319,0.01470309,0.150268503,20.67725486,1.315492881,20.97585615,2.262991779,689.2418287,689.2418287
IGF2,Unkn-12,D9,EDBP26,NA,Embryo,2,Stage 6,31.3193424,31.30175399,0.01758841,0.059346868,167.2849537,2.22345688,169.574271,7.474423947,5576.165123,-1470685.197
EEF2,Unkn-24,H10,EDBP29,NA,Embryo,2,Stage 6,25.39699834,25.37266811,0.024330235,0.02880739,19320.01581,4.286007478,19816.95566,430.7460068,644000.527,
IGF1,Unkn-24,H10,EDBP29,NA,Embryo,2,Stage 6,35.52960308,35.51378551,0.01581757,0.493501657,7.642812655,0.883253214,9.89306732,3.747480295,254.7604218,254.7604218
IGF2,Unkn-24,H10,EDBP29,NA,Embryo,2,Stage 6,31.71931318,31.67370309,0.04561009,0.046101385,124.6066151,2.095541099,129.2806654,4.370016805,4153.553837,-639846.9732
EEF2,Unkn-24,H12,EDBP29,NA,Embryo,2,Stage 6,25.34833787,25.37266811,0.024330235,0.02880739,20047.25389,4.302054891,19816.95566,430.7460068,668241.7963,
IGF1,Unkn-24,H12,EDBP29,NA,Embryo,2,Stage 6,35.49796794,35.51378551,0.01581757,0.493501657,7.817276968,0.893055499,9.89306732,3.747480295,260.5758989,260.5758989
IGF2,Unkn-24,H12,EDBP29,NA,Embryo,2,Stage 6,31.628093,31.67370309,0.04561009,0.046101385,133.2645017,2.12471448,129.2806654,4.370016805,4442.150057,-663799.6462
EEF2,Unkn-06,F4,35L,F,Animal,6,Week 4,25.966763,26.08074081,0.11397781,0.163721208,12534.54431,4.09810855,11553.28458,1385.023755,417818.1437,
IGF1,Unkn-06,F4,35L,F,Animal,6,Week 4,34.22820217,34.26627494,0.03807277,0.206251528,19.34184858,1.286497979,18.95785419,2.727284081,644.728286,-417173.4154
IGF2,Unkn-06,F4,35L,F,Animal,6,Week 4,30.60873579,30.83247361,0.22373782,0.267632806,282.3046174,2.450717982,242.4546147,45.77236517,9410.153913,-408407.9898
EEF2,Unkn-06,F5,35L,F,Animal,6,Week 4,26.0071103,26.08074081,0.07363051,0.163721208,12156.33557,4.08480268,11553.28458,1385.023755,405211.1857,
IGF1,Unkn-06,F5,35L,F,Animal,6,Week 4,34.4889103,34.26627494,0.22263536,0.206251528,16.05892336,1.205716425,18.95785419,2.727284081,535.2974453,-404675.8883
IGF2,Unkn-06,F5,35L,F,Animal,6,Week 4,30.75972573,30.83247361,0.07274788,0.267632806,252.5977423,2.402429465,242.4546147,45.77236517,8419.924743,-396791.261
EEF2,Unkn-06,F6,35L,F,Animal,6,Week 4,26.26834911,26.08074081,0.1876083,0.163721208,9968.973862,3.998650457,11553.28458,1385.023755,332299.1287,
IGF1,Unkn-06,F6,35L,F,Animal,6,Week 4,34.08171236,34.26627494,0.18456258,0.206251528,21.47279062,1.331888489,18.95785419,2.727284081,715.7596873,-331583.369
IGF2,Unkn-06,F6,35L,F,Animal,6,Week 4,31.12895931,30.83247361,0.2964857,0.267632806,192.4614844,2.284343831,242.4546147,45.77236517,6415.382813,-325883.7459
EEF2,Unkn-08,H4,37L,M,Animal,6,Week 4,26.69390949,26.70749111,0.01358162,0.019222964,7216.185857,3.85830771,7142.651834,103.8541728,240539.5286,
IGF1,Unkn-08,H4,37L,M,Animal,6,Week 4,35.04809216,35.12208118,0.07398902,0.362374819,10.77584854,1.032451479,10.44499275,2.576765791,359.1949513,-240180.3336
IGF2,Unkn-08,H4,37L,M,Animal,6,Week 4,33.56271972,33.5378041,0.02491562,0.079253784,32.06240207,1.505996056,32.69349994,1.930731975,1068.746736,-239470.7819
EEF2,Unkn-08,H5,37L,M,Animal,6,Week 4,26.69907742,26.70749111,0.00841369,0.019222964,7187.922922,3.856603411,7142.651834,103.8541728,239597.4307,
IGF1,Unkn-08,H5,37L,M,Animal,6,Week 4,35.51574041,35.12208118,0.39365923,0.362374819,7.718779277,0.887548622,10.44499275,2.576765791,257.2926426,-239340.1381
IGF2,Unkn-08,H5,37L,M,Animal,6,Week 4,33.60160618,33.5378041,0.06380208,0.079253784,31.15728956,1.49355967,32.69349994,1.930731975,1038.576319,-238558.8544
EEF2,Unkn-08,H6,37L,M,Animal,6,Week 4,26.72948643,26.70749111,0.02199532,0.019222964,7023.846723,3.846575026,7142.651834,103.8541728,234128.2241,
IGF1,Unkn-08,H6,37L,M,Animal,6,Week 4,34.80241095,35.12208118,0.31967023,0.362374819,12.84035043,1.108576876,10.44499275,2.576765791,428.011681,-233700.2124
IGF2,Unkn-08,H6,37L,M,Animal,6,Week 4,33.4490864,33.5378041,0.0887177,0.079253784,34.86080819,1.542337451,32.69349994,1.930731975,1162.02694,-232966.1972
EEF2,Unkn-08,H4,42L,M,Animal,6,Week 4,27.77319712,27.5757713,0.19742582,0.204573287,3253.262719,3.512319136,3899.710336,584.3801571,108442.0906,
IGF1,Unkn-08,H4,42L,M,Animal,6,Week 4,33.79771475,33.63811729,0.15959746,0.583708301,23.80187633,1.376611194,35.81310885,15.79009294,793.3958777,-107648.6947
IGF2,Unkn-08,H4,42L,M,Animal,6,Week 4,31.2506712,31.11806396,0.13260724,0.135813771,174.2850873,2.241260228,195.2183159,19.1573316,5809.50291,-102632.5877
EEF2,Unkn-08,H6,42L,M,Animal,6,Week 4,27.37834548,27.5757713,0.19742582,0.204573287,4390.502868,3.642514265,3899.710336,584.3801571,146350.0956,
IGF1,Unkn-08,H6,42L,M,Animal,6,Week 4,33.47851983,33.63811729,0.15959746,0.583708301,29.93913105,1.476239191,35.81310885,15.79009294,997.971035,-145352.1246
IGF2,Unkn-08,H6,42L,M,Animal,6,Week 4,30.98545672,31.11806396,0.13260724,0.135813771,211.877935,2.326085732,195.2183159,19.1573316,7062.597833,-139287.4978
EEF2,Unkn-15,G7,52L,F,Animal,6,Week 4,26.78618472,26.7195447,0.06664002,0.070435246,6882.852725,3.837768477,7319.716064,386.2201362,229428.4242,
IGF1,Unkn-15,G7,52L,F,Animal,6,Week 4,34.20817666,34.18656151,0.02161515,0.310277447,17.72134553,1.248496694,20.82035119,4.891326907,590.7115177,-228837.7127
IGF2,Unkn-15,G7,52L,F,Animal,6,Week 4,30.57730475,30.49467861,0.08262614,0.08426186,286.1725614,2.456627991,306.6616339,18.82982276,9539.08538,-219889.3388
EEF2,Unkn-15,G9,52L,F,Animal,6,Week 4,26.65290468,26.7195447,0.06664002,0.070435246,7615.793153,3.88171514,7319.716064,386.2201362,253859.7718,
IGF1,Unkn-15,G9,52L,F,Animal,6,Week 4,34.16494636,34.18656151,0.02161515,0.310277447,18.28057512,1.261989855,20.82035119,4.891326907,609.352504,-253250.4193
IGF2,Unkn-15,G9,52L,F,Animal,6,Week 4,30.41205247,30.49467861,0.08262614,0.08426186,323.2078093,2.509481846,306.6616339,18.82982276,10773.59364,-243086.1782
EEF2,Unkn-02,B5,54L,M,Animal,6,Week 4,26.67813031,26.71859687,0.040466555,0.721759493,7471.321899,3.873397448,11062.49002,6609.453271,249044.0633,
IGF1,Unkn-02,B5,54L,M,Animal,6,Week 4,31.8499252,32.8650661,1.0151409,4.449682271,96.50740284,1.984560628,3449.27649,5871.434608,3216.913428,-245827.1499
IGF2,Unkn-02,B5,54L,M,Animal,6,Week 4,30.21308008,30.33216351,0.11908343,2.638660517,374.2145366,2.573120654,3526.823644,5512.698419,12473.81789,-236570.2454
EEF2,Unkn-02,B6,54L,M,Animal,6,Week 4,26.75906342,26.71859687,0.040466555,0.721759493,7026.049893,3.846711229,11062.49002,6609.453271,234201.6631,
IGF1,Unkn-02,B6,54L,M,Animal,6,Week 4,33.880207,32.86507,1.015137,4.449682271,22.43176717,1.350863489,3449.27649,5871.434608,747.7255723,-233453.9375
IGF2,Unkn-02,B6,54L,M,Animal,6,Week 4,30.45124694,30.33216351,0.11908343,2.638660517,314.0118146,2.496945989,3526.823644,5512.698419,10467.06049,-223734.6026
EEF2,Unkn-22,F10,56L,F,Animal,6,Week 4,26.54964215,26.62640451,0.07676236,0.069407552,8051.646181,3.905884682,7602.814296,404.4521018,268388.206,
IGF1,Unkn-22,F10,56L,F,Animal,6,Week 4,33.33428044,33.30445966,0.02982078,0.088135366,36.60020678,1.563483539,37.43701823,2.385908763,1220.006893,-267168.1991
IGF2,Unkn-22,F10,56L,F,Animal,6,Week 4,28.8808852,28.97308743,0.09220223,0.080442112,1007.64313,3.003306748,942.6110781,56.69693192,33588.10433,-234800.1017
EEF2,Unkn-22,F11,56L,F,Animal,6,Week 4,26.64483413,26.62640451,0.01842962,0.069407552,7490.174724,3.874491949,7602.814296,404.4521018,249672.4908,
IGF1,Unkn-22,F11,56L,F,Animal,6,Week 4,33.37381601,33.30445966,0.06935635,0.088135366,35.58223883,1.55123327,37.43701823,2.385908763,1186.074628,-248486.4162
IGF2,Unkn-22,F11,56L,F,Animal,6,Week 4,29.00944198,28.97308743,0.03635455,0.080442112,916.6269957,2.962192644,942.6110781,56.69693192,30554.23319,-219118.2576
EEF2,Unkn-22,F12,56L,F,Animal,6,Week 4,26.68473723,26.62640451,0.05833272,0.069407552,7266.621984,3.861332568,7602.814296,404.4521018,242220.7328,
IGF1,Unkn-22,F12,56L,F,Animal,6,Week 4,33.20528253,33.30445966,0.09917713,0.088135366,40.12860907,1.603454107,37.43701823,2.385908763,1337.620302,-240883.1125
IGF2,Unkn-22,F12,56L,F,Animal,6,Week 4,29.02893511,28.97308743,0.05584768,0.080442112,903.563109,2.955958491,942.6110781,56.69693192,30118.7703,-212101.9625
EEF2,Unkn-10,B7,60L,M,Animal,6,Week 4,26.3627443,26.36017225,0.00257205,0.009419312,9492.710465,3.977390235,9549.282611,68.3861335,316423.6822,
IGF1,Unkn-10,B7,60L,M,Animal,6,Week 4,34.20181979,34.17859359,0.023226205,0.302875987,17.80249281,1.250480819,20.85728437,4.777225042,593.416427,-315830.2658
IGF2,Unkn-10,B7,60L,M,Animal,6,Week 4,30.23068349,30.29880708,0.06812359,0.077018701,369.3944989,2.567490424,357.1063155,19.91544097,12313.14996,-304110.5322
EEF2,Unkn-10,B8,60L,M,Animal,6,Week 4,26.3576002,26.36017225,0.00257205,0.009419312,9529.857495,3.979086406,9549.282611,68.3861335,317661.9165,
IGF1,Unkn-10,B8,60L,M,Animal,6,Week 4,34.15536738,34.17859359,0.023226205,0.302875987,18.40685845,1.264979673,20.85728437,4.777225042,613.5619483,-317048.3546
IGF2,Unkn-10,B8,60L,M,Animal,6,Week 4,30.36693067,30.29880708,0.06812359,0.077018701,334.128472,2.523913485,357.1063155,19.91544097,11137.61573,-306524.3008
EEF2,Unkn-19,C10,67L,F,Animal,6,Week 4,27.56319793,27.63446494,0.07126701,0.106614723,3729.329997,3.571630814,3540.480985,279.9069341,124310.9999,
IGF1,Unkn-19,C10,67L,F,Animal,6,Week 4,32.13934279,32.17114499,0.0318022,0.121412693,85.84998028,1.9337402,84.13181987,7.164950224,2861.666009,-121449.3339
IGF2,Unkn-19,C10,67L,F,Animal,6,Week 4,30.82289241,30.82391512,0.00102271,0.078486589,241.1170667,2.382227952,241.2038019,13.92722995,8037.235557,-116273.7643
EEF2,Unkn-19,C11,67L,F,Animal,6,Week 4,27.5831648,27.63446494,0.05130014,0.106614723,3673.212659,3.565046072,3540.480985,279.9069341,122440.422,
IGF1,Unkn-19,C11,67L,F,Animal,6,Week 4,32.30529374,32.17114499,0.13414875,0.121412693,76.26399832,1.88231957,84.13181987,7.164950224,2542.133277,-119898.2887
IGF2,Unkn-19,C11,67L,F,Animal,6,Week 4,30.90290806,30.82391512,0.07899294,0.078486589,227.320142,2.356637919,241.2038019,13.92722995,7577.338067,-114863.0839
EEF2,Unkn-19,C12,67L,F,Animal,6,Week 4,27.75703209,27.63446494,0.12256715,0.106614723,3218.9003,3.507707525,3540.480985,279.9069341,107296.6767,
IGF1,Unkn-19,C12,67L,F,Animal,6,Week 4,32.06879844,32.17114499,0.10234655,0.121412693,90.28148102,1.955598675,84.13181987,7.164950224,3009.382701,-104287.294
IGF2,Unkn-19,C12,67L,F,Animal,6,Week 4,30.74594488,30.82391512,0.07797024,0.078486589,255.1741968,2.406836756,241.2038019,13.92722995,8505.80656,-98790.87014
EEF2,Unkn-17,A10,01L,F,Animal,7,Week 8,26.41627607,26.50526303,0.08898696,0.077066665,8909.772248,3.949866603,8337.222495,495.852478,296992.4083,
IGF1,Unkn-17,A10,01L,F,Animal,7,Week 8,31.59835564,31.59952335,0.00116771,0.114842696,126.289556,2.101367437,126.4668079,10.34708853,4209.651867,-292782.7564
IGF2,Unkn-17,A10,01L,F,Animal,7,Week 8,31.36975325,31.47111857,0.10136532,0.089126222,161.1887935,2.207334844,149.8121721,9.987152417,5372.959783,-291619.4485
EEF2,Unkn-17,A11,01L,F,Animal,7,Week 8,26.55026767,26.50526303,0.04500464,0.077066665,8047.822665,3.905678398,8337.222495,495.852478,268260.7555,
IGF1,Unkn-17,A11,01L,F,Animal,7,Week 8,31.71494545,31.59952335,0.1154221,0.114842696,116.209484,2.065241573,126.4668079,10.34708853,3873.649467,-264387.106
IGF2,Unkn-17,A11,01L,F,Animal,7,Week 8,31.50639714,31.47111857,0.03527857,0.089126222,145.7586635,2.163634377,149.8121721,9.987152417,4858.622117,-263402.1334
EEF2,Unkn-17,A12,01L,F,Animal,7,Week 8,26.54924536,26.50526303,0.04398233,0.077066665,8054.072573,3.906015539,8337.222495,495.852478,268469.0858,
IGF1,Unkn-17,A12,01L,F,Animal,7,Week 8,31.48526896,31.59952335,0.11425439,0.114842696,136.9013836,2.136407837,126.4668079,10.34708853,4563.379453,-263905.7063
IGF2,Unkn-17,A12,01L,F,Animal,7,Week 8,31.53720534,31.47111857,0.06608677,0.089126222,142.4890593,2.153781519,149.8121721,9.987152417,4749.63531,-263719.4505
EEF2,Unkn-17,A10,02L,F,Animal,7,Week 8,27.02553307,26.81622291,0.20931016,0.19036997,5739.151936,3.758847722,6773.809286,952.0558028,191305.0645,
IGF1,Unkn-17,A10,02L,F,Animal,7,Week 8,32.67899858,32.50413799,0.17486059,0.256911061,53.18485326,1.725787965,61.01719837,11.76587064,1772.828442,-189532.2361
IGF2,Unkn-17,A10,02L,F,Animal,7,Week 8,31.34109411,31.18781636,0.15327775,0.133794845,163.0570576,2.212339601,183.1231278,17.5402662,5435.235253,-185869.8292
EEF2,Unkn-17,A11,02L,F,Animal,7,Week 8,26.65340713,26.81622291,0.16281578,0.19036997,7612.88845,3.881549466,6773.809286,952.0558028,253762.9483,
IGF1,Unkn-17,A11,02L,F,Animal,7,Week 8,32.20917186,32.50413799,0.29496613,0.256911061,74.54724058,1.872431572,61.01719837,11.76587064,2484.908019,-251278.0403
IGF2,Unkn-17,A11,02L,F,Animal,7,Week 8,31.0944291,31.18781636,0.09338726,0.133794845,195.5385061,2.291232293,183.1231278,17.5402662,6517.950203,-247244.9981
EEF2,Unkn-17,A12,02L,F,Animal,7,Week 8,26.76972852,26.81622291,0.04649439,0.19036997,6969.387472,3.84319461,6773.809286,952.0558028,232312.9157,
IGF1,Unkn-17,A12,02L,F,Animal,7,Week 8,32.62424355,32.50413799,0.12010556,0.256911061,55.31950129,1.742878256,61.01719837,11.76587064,1843.983376,-230468.9323
IGF2,Unkn-17,A12,02L,F,Animal,7,Week 8,31.12792586,31.18781636,0.0598905,0.133794845,190.7738196,2.280518775,183.1231278,17.5402662,6359.12732,-225953.7884
EEF2,Unkn-20,D10,03L,M,Animal,7,Week 8,27.7754263,27.80223069,0.02680439,0.071018363,3174.252152,3.501641423,3113.285969,165.6230711,105808.4051,
IGF1,Unkn-20,D10,03L,M,Animal,7,Week 8,32.29787167,32.34568451,0.04781284,0.139366522,76.66891778,1.884619333,74.33835323,7.214559262,2555.630593,-103252.7745
IGF2,Unkn-20,D10,03L,M,Animal,7,Week 8,31.68782623,31.80813955,0.12031332,0.127468288,127.5296087,2.105611027,117.058169,10.89619874,4250.986957,-101557.4181
EEF2,Unkn-20,D11,03L,M,Animal,7,Week 8,27.74851545,27.80223069,0.05371524,0.071018363,3239.784868,3.510516173,3113.285969,165.6230711,107992.8289,
IGF1,Unkn-20,D11,03L,M,Animal,7,Week 8,32.23651774,32.34568451,0.10916677,0.139366522,80.09955757,1.903630117,74.33835323,7.214559262,2669.985252,-105322.8436
